subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned
s3-healthchecks,F10,r5,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C3,llm-b-freeform,check management logic,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C3,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C3,llm-b-grounded,check management service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C3,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C4,llm-b-freeform,Application API and Data Handling,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C4,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C4,llm-b-grounded,Database seed or migration process,test-reliability,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C4,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C5,llm-b-freeform,Application API and Data Handling,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C5,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C5,llm-b-grounded,Application logic or database interaction,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C5,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r5,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C3,llm-b-freeform,check management service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C3,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C3,llm-b-grounded,check creation and management service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C3,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C4,llm-b-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C4,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C4,llm-b-grounded,Application logic (check creation and API endpoints),application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C4,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C5,llm-b-freeform,application code related to check management and channels endpoint,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C5,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C5,llm-b-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C5,llm-grounded,Application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r6,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C3,llm-b-freeform,channels API endpoint,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C3,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C3,llm-b-grounded,Application logic or environment configuration,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C3,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C4,llm-b-freeform,Application API and Database Interaction,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C4,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C4,llm-b-grounded,Application API and Database Interaction,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C4,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C5,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C5,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C5,llm-grounded,Test Suite,test-reliability,test-suite,test-reliability,0
s3-healthchecks,F10,r7,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C3,llm-b-freeform,check creation service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C3,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C3,llm-b-grounded,check creation service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C3,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C4,llm-b-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C4,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C4,llm-b-grounded,Check Management Service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C4,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C5,llm-b-freeform,application logic for check management,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C5,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C5,llm-b-grounded,check creation and management logic,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C5,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r8,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C3,llm-b-freeform,check creation service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C3,llm-freeform,check creation service,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C3,llm-b-grounded,Check creation endpoint,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C3,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C4,llm-b-freeform,application logic for check creation and management,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C4,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C4,llm-b-grounded,Check creation and management logic,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C4,llm-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C5,llm-b-freeform,application logic for check creation and management,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C5,llm-freeform,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C5,llm-b-grounded,application,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C5,llm-grounded,Test Suite,application,test-suite,test-reliability,0
s3-healthchecks,F10,r9,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s3-healthchecks,F2,r1,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r1,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r1,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r1,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r1,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r1,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r1,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0
s3-healthchecks,F2,r1,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r1,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r1,C5,llm-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r10,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r10,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r10,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r10,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r10,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0
s3-healthchecks,F2,r10,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r10,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r10,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r10,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C5,llm-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r10,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r2,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r2,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r2,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r2,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r2,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r2,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r2,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0
s3-healthchecks,F2,r2,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r2,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r2,C5,llm-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r3,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r3,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r3,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r3,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r3,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r3,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r3,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r3,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r3,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r3,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r4,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r4,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r4,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r4,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r4,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r5,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r5,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r5,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r5,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r5,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r5,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r5,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r5,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r5,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C5,llm-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r5,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r6,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r6,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r6,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r6,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r6,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r6,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0
s3-healthchecks,F2,r6,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r6,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r6,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r6,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r6,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r7,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r7,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r7,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r7,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r7,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r7,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r8,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r8,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C3,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C3,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r8,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C4,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r8,C5,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r8,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s3-healthchecks,F2,r8,C5,rule-grounded,backend,observability,app,configuration,1
s3-healthchecks,F2,r9,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C1,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C1,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C1,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C2,llm-freeform,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C2,llm-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C2,rule-grounded,unknown,unknown,app,configuration,0
s3-healthchecks,F2,r9,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s3-healthchecks,F2,r9,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
